SummitCode,AssociationName,RegionName,SummitName,AltM,AltFt,GridRef1,GridRef2,Longitude,Latitude,Points,BonusPoints,ValidFrom,ValidTo,ActivationCount,ActivationDate,ActivationCall
W7M/BR-164,USA - Montana,MT - Butte Region,6140,1871,6140,-111.9871,45.8007,-111.9871,45.8007,2,3,01/10/2010,31/12/2099,0,,
W7M/BR-165,USA - Montana,MT - Butte Region,5980,1823,5980,-112.7647,46.0242,-112.7647,46.0242,2,3,01/10/2010,31/12/2099,2,04/08/2018,N6KZ
W7M/BR-166,USA - Montana,MT - Butte Region,5743,1750,5743,-111.6928,45.6194,-111.6928,45.6194,2,3,01/10/2010,31/12/2099,0,,
W7M/BR-167,USA - Montana,MT - Butte Region,Red Mountain,1744,5723,-111.58,45.6212,-111.58,45.6212,2,3,01/10/2010,31/12/2099,1,03/11/2021,NM5BG
W7M/BR-168,USA - Montana,MT - Butte Region,5702,1738,5702,-111.6199,45.6466,-111.6199,45.6466,2,3,01/10/2010,31/12/2099,0,,
W7M/BR-169,USA - Montana,MT - Butte Region,5612,1711,5612,-111.79,45.768,-111.79,45.768,2,3,01/10/2010,31/12/2099,0,,
W7M/BR-170,USA - Montana,MT - Butte Region,Woodward Mountain,3249,10659,-111.4142,45.0097,-111.4142,45.0097,10,3,01/07/2016,31/12/2099,0,,
W7M/BR-171,USA - Montana,MT - Butte Region,Noble Peak,3169,10396,-112.0606,45.564,-112.0606,45.564,8,3,01/07/2016,31/12/2099,0,,
W7M/BR-172,USA - Montana,MT - Butte Region,8486,2587,8486,-112.4509,45.1036,-112.4509,45.1036,6,3,01/07/2016,31/12/2099,0,,
W7M/BR-173,USA - Montana,MT - Butte Region,7752,2363,7752,-112.5405,45.8102,-112.5405,45.8102,6,3,01/07/2016,31/12/2099,2,06/10/2024,KO7KOA
W7M/BR-174,USA - Montana,MT - Butte Region,7066,2154,7066,-113.0665,45.8845,-113.0665,45.8845,4,3,01/07/2016,31/12/2099,0,,
W7M/CL-001,USA - Montana,MT - Lewis & Clark,Red Mountain,2868,9411,-112.7385,47.1165,-112.7385,47.1165,8,3,01/10/2010,31/12/2099,3,04/08/2020,K7VK
W7M/CL-002,USA - Montana,MT - Lewis & Clark,Scapegoat Mountain,2805,9202,-112.8292,47.3099,-112.8292,47.3099,8,3,01/10/2010,31/12/2099,1,04/07/2015,AE7AP
W7M/CL-003,USA - Montana,MT - Lewis & Clark,Flint Mountain,2767,9079,-112.9127,47.3393,-112.9127,47.3393,8,3,01/10/2010,31/12/2099,1,04/07/2016,AE7AP
W7M/CL-004,USA - Montana,MT - Lewis & Clark,Evans Peak,2737,8979,-112.8755,47.2709,-112.8755,47.2709,6,3,01/10/2010,31/12/2099,1,06/07/2020,AE7AP
W7M/CL-005,USA - Montana,MT - Lewis & Clark,Slategoat Mountain,2709,8887,-113.0026,47.6744,-113.0026,47.6744,6,3,01/10/2010,31/12/2099,1,05/07/2021,AE7AP
W7M/CL-006,USA - Montana,MT - Lewis & Clark,Olson Peak,2707,8881,-112.762,47.2169,-112.762,47.2169,6,3,01/10/2010,31/12/2099,1,04/07/2018,AE7AP
W7M/CL-007,USA - Montana,MT - Lewis & Clark,Prairie Reef,2701,8860,-113.0153,47.5943,-113.0153,47.5943,6,3,01/10/2010,31/12/2099,1,14/08/2015,AE7AP
W7M/CL-008,USA - Montana,MT - Lewis & Clark,Caribou Peak,2669,8755,-112.5741,47.188,-112.5741,47.188,6,3,01/10/2010,31/12/2099,1,03/07/2017,AE7AP
W7M/CL-009,USA - Montana,MT - Lewis & Clark,West Twin Peaks,2665,8744,-113.0593,47.4897,-113.0593,47.4897,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-010,USA - Montana,MT - Lewis & Clark,8698,2651,8698,-113.0311,47.6776,-113.0311,47.6776,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-011,USA - Montana,MT - Lewis & Clark,Sugarloaf Mountain,2651,8698,-112.9463,47.4037,-112.9463,47.4037,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-012,USA - Montana,MT - Lewis & Clark,Junction Mountain,2650,8695,-113.1232,47.5162,-113.1232,47.5162,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-013,USA - Montana,MT - Lewis & Clark,Pyramid Peak,2648,8688,-112.7426,47.1966,-112.7426,47.1966,6,3,01/10/2010,31/12/2099,1,30/06/2019,AE7AP
W7M/CL-014,USA - Montana,MT - Lewis & Clark,8681,2646,8681,-112.8661,47.3093,-112.8661,47.3093,6,3,01/10/2010,31/12/2099,1,03/07/2016,AE7AP
W7M/CL-015,USA - Montana,MT - Lewis & Clark,8677,2645,8677,-112.7768,47.0723,-112.7768,47.0723,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-016,USA - Montana,MT - Lewis & Clark,8630,2630,8630,-113.0105,47.5133,-113.0105,47.5133,6,3,01/10/2010,31/12/2099,1,06/07/2025,AE7AP
W7M/CL-017,USA - Montana,MT - Lewis & Clark,Crow Benchmark,2625,8611,-112.74,47.2381,-112.74,47.2381,6,3,01/10/2010,31/12/2099,1,03/07/2019,AE7AP
W7M/CL-018,USA - Montana,MT - Lewis & Clark,8610,2624,8610,-113.0718,47.6831,-113.0718,47.6831,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-019,USA - Montana,MT - Lewis & Clark,8603,2622,8603,-113.1234,47.5466,-113.1234,47.5466,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-020,USA - Montana,MT - Lewis & Clark,Red Butte,2618,8590,-113.1098,47.5905,-113.1098,47.5905,6,3,01/10/2010,31/12/2099,1,15/08/2025,AE7AP
W7M/CL-021,USA - Montana,MT - Lewis & Clark,8580,2615,8580,-112.9088,47.3071,-112.9088,47.3071,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-022,USA - Montana,MT - Lewis & Clark,Steamboat Mountain,2611,8565,-112.6469,47.3067,-112.6469,47.3067,6,3,01/10/2010,31/12/2099,1,24/07/2021,AE7AP
W7M/CL-023,USA - Montana,MT - Lewis & Clark,8553,2607,8553,-112.8688,47.3408,-112.8688,47.3408,6,3,01/10/2010,31/12/2099,1,04/07/2016,AE7AP
W7M/CL-024,USA - Montana,MT - Lewis & Clark,8530,2600,8530,-112.7464,47.2476,-112.7464,47.2476,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-025,USA - Montana,MT - Lewis & Clark,Galusha Peak,2593,8506,-112.791,47.2073,-112.791,47.2073,6,3,01/10/2010,31/12/2099,1,05/07/2018,AE7AP
W7M/CL-026,USA - Montana,MT - Lewis & Clark,8460,2579,8460,-113.0116,47.6275,-113.0116,47.6275,6,3,01/10/2010,31/12/2099,1,07/07/2021,AE7AP
W7M/CL-027,USA - Montana,MT - Lewis & Clark,8446,2574,8446,-112.7672,47.3665,-112.7672,47.3665,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-028,USA - Montana,MT - Lewis & Clark,8425,2568,8425,-112.9831,47.613,-112.9831,47.613,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-029,USA - Montana,MT - Lewis & Clark,8403,2561,8403,-113.0582,47.5031,-113.0582,47.5031,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-030,USA - Montana,MT - Lewis & Clark,Crown Mountain,2561,8401,-112.7667,47.3799,-112.7667,47.3799,6,3,01/10/2010,31/12/2099,2,20/06/2020,AE7AP
W7M/CL-031,USA - Montana,MT - Lewis & Clark,Hoadley Reef,2554,8380,-113.0204,47.4891,-113.0204,47.4891,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-032,USA - Montana,MT - Lewis & Clark,8338,2541,8338,-113.1168,47.6964,-113.1168,47.6964,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-033,USA - Montana,MT - Lewis & Clark,Black Mountain,2539,8330,-112.5218,46.7384,-112.5218,46.7384,6,3,01/10/2010,31/12/2099,2,29/08/2024,K0HAA
W7M/CL-034,USA - Montana,MT - Lewis & Clark,Moose Ridge,2537,8323,-113.0401,47.7191,-113.0401,47.7191,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-035,USA - Montana,MT - Lewis & Clark,East Steamboat Mountain,2529,8297,-112.5631,47.2863,-112.5631,47.2863,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-036,USA - Montana,MT - Lewis & Clark,8292,2527,8292,-113.0423,47.6614,-113.0423,47.6614,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-037,USA - Montana,MT - Lewis & Clark,8282,2524,8282,-112.8582,47.5321,-112.8582,47.5321,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-038,USA - Montana,MT - Lewis & Clark,Stonewall Mountain,2521,8270,-112.7039,47.0433,-112.7039,47.0433,6,3,01/10/2010,31/12/2099,1,13/08/2022,AE7AP
W7M/CL-039,USA - Montana,MT - Lewis & Clark,Renshaw Mountain,2519,8264,-112.832,47.5133,-112.832,47.5133,6,3,01/10/2010,31/12/2099,1,11/07/2020,AE7AP
W7M/CL-040,USA - Montana,MT - Lewis & Clark,Signal Mountain,2517,8259,-113.0366,47.8992,-113.0366,47.8992,6,3,01/10/2010,31/12/2099,1,15/08/2016,AE7AP
W7M/CL-041,USA - Montana,MT - Lewis & Clark,Fairview Mountain,2513,8246,-112.7506,47.4825,-112.7506,47.4825,6,3,01/10/2010,31/12/2099,1,29/05/2016,AE7AP
W7M/CL-042,USA - Montana,MT - Lewis & Clark,8204,2501,8204,-112.8118,47.4,-112.8118,47.4,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-043,USA - Montana,MT - Lewis & Clark,8180,2493,8180,-112.9951,47.4458,-112.9951,47.4458,6,3,01/10/2010,31/12/2099,1,04/07/2025,AE7AP
W7M/CL-044,USA - Montana,MT - Lewis & Clark,Lookout Mountain,2493,8180,-113.0267,47.7919,-113.0267,47.7919,6,3,01/10/2010,31/12/2099,1,05/07/2023,AE7AP
W7M/CL-045,USA - Montana,MT - Lewis & Clark,Sawtooth Ridge,2493,8179,-112.6775,47.5636,-112.6775,47.5636,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-046,USA - Montana,MT - Lewis & Clark,Halfmoon Peak,2493,8178,-112.8043,47.349,-112.8043,47.349,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-047,USA - Montana,MT - Lewis & Clark,Red Mountain,2484,8150,-112.2233,46.461,-112.2233,46.461,6,3,01/10/2010,31/12/2099,4,30/05/2021,KH7AL
W7M/CL-048,USA - Montana,MT - Lewis & Clark,8140,2481,8140,-112.8008,47.468,-112.8008,47.468,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-049,USA - Montana,MT - Lewis & Clark,8111,2472,8111,-113.0851,47.7081,-113.0851,47.7081,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-050,USA - Montana,MT - Lewis & Clark,8108,2471,8108,-113.032,47.6265,-113.032,47.6265,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-051,USA - Montana,MT - Lewis & Clark,Allan Mountain,2470,8105,-112.799,47.5563,-112.799,47.5563,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-052,USA - Montana,MT - Lewis & Clark,Moonlight Peak,2469,8102,-113.0256,47.8763,-113.0256,47.8763,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-053,USA - Montana,MT - Lewis & Clark,Danaher Mountain,2457,8060,-113.0456,47.2672,-113.0456,47.2672,6,3,01/10/2010,31/12/2099,1,02/07/2020,AE7AP
W7M/CL-054,USA - Montana,MT - Lewis & Clark,8041,2451,8041,-112.9797,47.422,-112.9797,47.422,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-055,USA - Montana,MT - Lewis & Clark,8032,2448,8032,-112.7751,47.5045,-112.7751,47.5045,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-056,USA - Montana,MT - Lewis & Clark,Sheep Mountain,2448,8031,-112.942,47.6433,-112.942,47.6433,6,3,01/10/2010,31/12/2099,1,06/07/2021,AE7AP
W7M/CL-057,USA - Montana,MT - Lewis & Clark,8029,2447,8029,-112.5873,47.2181,-112.5873,47.2181,6,3,01/10/2010,31/12/2099,1,02/07/2017,AE7AP
W7M/CL-058,USA - Montana,MT - Lewis & Clark,8015,2443,8015,-112.7993,47.3771,-112.7993,47.3771,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-059,USA - Montana,MT - Lewis & Clark,Patrol Mountain,2443,8015,-112.8931,47.4503,-112.8931,47.4503,6,3,01/10/2010,31/12/2099,1,21/06/2015,AE7AP
W7M/CL-060,USA - Montana,MT - Lewis & Clark,8006,2440,8006,-112.7771,47.3293,-112.7771,47.3293,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-061,USA - Montana,MT - Lewis & Clark,7980,2432,7980,-113.0269,47.8151,-113.0269,47.8151,6,3,01/10/2010,31/12/2099,1,06/07/2023,AE7AP
W7M/CL-062,USA - Montana,MT - Lewis & Clark,Moors Mountain,2432,7980,-111.7392,46.8916,-111.7392,46.8916,6,3,01/10/2010,31/12/2099,2,25/08/2025,KH7AL
W7M/CL-063,USA - Montana,MT - Lewis & Clark,Wood Creek Hogback,2431,7977,-112.83,47.4304,-112.83,47.4304,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-064,USA - Montana,MT - Lewis & Clark,7966,2428,7966,-112.6748,47.1815,-112.6748,47.1815,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-065,USA - Montana,MT - Lewis & Clark,Alice Mountains HP,2408,7900,-112.517,47.1332,-112.517,47.1332,6,3,01/10/2010,31/12/2099,2,15/06/2018,AE7AQ
W7M/CL-066,USA - Montana,MT - Lewis & Clark,Cyanide Mountain,2408,7900,-112.7604,47.4203,-112.7604,47.4203,6,3,01/10/2010,31/12/2099,1,04/06/2016,AE7AP
W7M/CL-067,USA - Montana,MT - Lewis & Clark,7899,2408,7899,-112.8626,47.5565,-112.8626,47.5565,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-068,USA - Montana,MT - Lewis & Clark,7898,2407,7898,-112.9447,47.2724,-112.9447,47.2724,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-069,USA - Montana,MT - Lewis & Clark,Ayres Peak,2389,7838,-113.0337,47.4178,-113.0337,47.4178,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-070,USA - Montana,MT - Lewis & Clark,7835,2388,7835,-111.6781,46.906,-111.6781,46.906,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-071,USA - Montana,MT - Lewis & Clark,Hogback Mountain,2384,7820,-111.7103,46.8263,-111.7103,46.8263,6,3,01/10/2010,31/12/2099,11,10/07/2025,W0MNA
W7M/CL-072,USA - Montana,MT - Lewis & Clark,7795,2376,7795,-112.7785,47.4476,-112.7785,47.4476,6,3,01/10/2010,31/12/2099,1,04/06/2016,AE7AP
W7M/CL-073,USA - Montana,MT - Lewis & Clark,7780,2371,7780,-111.6595,46.9116,-111.6595,46.9116,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-074,USA - Montana,MT - Lewis & Clark,7779,2371,7779,-112.7268,47.2784,-112.7268,47.2784,6,3,01/10/2010,31/12/2099,1,02/07/2018,AE7AP
W7M/CL-075,USA - Montana,MT - Lewis & Clark,7761,2366,7761,-111.7213,46.9102,-111.7213,46.9102,6,3,01/10/2010,31/12/2099,3,25/08/2025,KH7AL
W7M/CL-076,USA - Montana,MT - Lewis & Clark,7748,2362,7748,-112.5209,46.7988,-112.5209,46.7988,6,3,01/10/2010,31/12/2099,2,25/08/2025,KH7AL
W7M/CL-077,USA - Montana,MT - Lewis & Clark,7745,2361,7745,-112.6967,47.5328,-112.6967,47.5328,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-078,USA - Montana,MT - Lewis & Clark,7740,2359,7740,-112.5738,46.8422,-112.5738,46.8422,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-079,USA - Montana,MT - Lewis & Clark,Monitor Mountain,2359,7739,-112.5403,47.2266,-112.5403,47.2266,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-080,USA - Montana,MT - Lewis & Clark,Lyon Benchmark,2359,7738,-112.2814,46.9799,-112.2814,46.9799,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-081,USA - Montana,MT - Lewis & Clark,Lick Mountain,2345,7695,-113.0287,47.8491,-113.0287,47.8491,6,3,01/10/2010,31/12/2099,1,07/07/2023,AE7AP
W7M/CL-082,USA - Montana,MT - Lewis & Clark,7676,2340,7676,-112.6539,47.2336,-112.6539,47.2336,6,3,01/10/2010,31/12/2099,1,01/07/2017,AE7AP
W7M/CL-083,USA - Montana,MT - Lewis & Clark,Horse Mountain,2335,7660,-112.629,47.3467,-112.629,47.3467,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-084,USA - Montana,MT - Lewis & Clark,7623,2323,7623,-112.8893,47.2354,-112.8893,47.2354,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-085,USA - Montana,MT - Lewis & Clark,Granite Butte,2316,7600,-112.465,46.863,-112.465,46.863,6,3,01/10/2010,31/12/2099,26,11/07/2025,W0ERI
W7M/CL-086,USA - Montana,MT - Lewis & Clark,Falls Point,2305,7561,-112.9059,47.2211,-112.9059,47.2211,6,3,01/10/2010,31/12/2099,1,06/07/2024,AE7AP
W7M/CL-087,USA - Montana,MT - Lewis & Clark,West Twin Buttes,2296,7532,-112.5212,47.2515,-112.5212,47.2515,6,3,01/10/2010,31/12/2099,0,,
W7M/CL-088,USA - Montana,MT - Lewis & Clark,Greenhorn Mountain,2288,7505,-112.3133,46.6951,-112.3133,46.6951,6,3,01/10/2010,31/12/2099,3,23/03/2024,KH7AL
W7M/CL-089,USA - Montana,MT - Lewis & Clark,Middleman Mountain,2286,7500,-111.6828,46.8051,-111.6828,46.8051,6,3,01/10/2010,31/12/2099,3,26/11/2023,KH7AL
W7M/CL-090,USA - Montana,MT - Lewis & Clark,7497,2285,7497,-112.7271,47.4468,-112.7271,47.4468,4,3,01/10/2010,31/12/2099,0,,
W7M/CL-091,USA - Montana,MT - Lewis & Clark,7497,2285,7497,-112.3326,47.0085,-112.3326,47.0085,4,3,01/10/2010,31/12/2099,1,30/05/2020,AE7AP
W7M/CL-092,USA - Montana,MT - Lewis & Clark,Lime Ridge,2281,7484,-112.6893,47.5082,-112.6893,47.5082,4,3,01/10/2010,31/12/2099,0,,
W7M/CL-093,USA - Montana,MT - Lewis & Clark,Green Mountain,2272,7453,-112.4249,47.1272,-112.4249,47.1272,4,3,01/10/2010,31/12/2099,1,03/06/2017,AE7AP
W7M/CL-094,USA - Montana,MT - Lewis & Clark,7447,2270,7447,-112.7117,47.5144,-112.7117,47.5144,4,3,01/10/2010,31/12/2099,0,,
W7M/CL-095,USA - Montana,MT - Lewis & Clark,Fields Benchmark,2264,7428,-112.6667,46.8588,-112.6667,46.8588,4,3,01/10/2010,31/12/2099,0,,
W7M/CL-096,USA - Montana,MT - Lewis & Clark,7378,2249,7378,-113.0393,47.4499,-113.0393,47.4499,4,3,01/10/2010,31/12/2099,0,,
W7M/CL-097,USA - Montana,MT - Lewis & Clark,Deadman Hill,2246,7368,-112.9556,47.5313,-112.9556,47.5313,4,3,01/10/2010,31/12/2099,1,15/06/2019,AE7AP
W7M/CL-098,USA - Montana,MT - Lewis & Clark,Sheep Mountain,2246,7368,-111.7555,46.858,-111.7555,46.858,4,3,01/10/2010,31/12/2099,1,23/05/2015,AE7AP
W7M/CL-099,USA - Montana,MT - Lewis & Clark,Mount Belmont,2234,7331,-112.3313,46.7479,-112.3313,46.7479,4,3,01/10/2010,31/12/2099,19,12/02/2026,N7SKI
W7M/CL-100,USA - Montana,MT - Lewis & Clark,7325,2233,7325,-112.66,47.3589,-112.66,47.3589,4,3,01/10/2010,31/12/2099,0,,
W7M/CL-101,USA - Montana,MT - Lewis & Clark,7292,2223,7292,-112.7011,47.325,-112.7011,47.325,4,3,01/10/2010,31/12/2099,0,,
W7M/CL-102,USA - Montana,MT - Lewis & Clark,Elk Ridge,2203,7228,-111.6119,46.8941,-111.6119,46.8941,4,3,01/10/2010,31/12/2099,0,,
W7M/CL-103,USA - Montana,MT - Lewis & Clark,Colorado Mountain,2200,7217,-112.2078,46.5035,-112.2078,46.5035,4,3,01/10/2010,31/12/2099,3,08/11/2024,KH7AL
W7M/CL-104,USA - Montana,MT - Lewis & Clark,7216,2199,7216,-112.8287,47.5737,-112.8287,47.5737,4,3,01/10/2010,31/12/2099,0,,
W7M/CL-105,USA - Montana,MT - Lewis & Clark,7215,2199,7215,-112.3009,46.5985,-112.3009,46.5985,4,3,01/10/2010,31/12/2099,10,13/07/2025,W0ERI
W7M/CL-106,USA - Montana,MT - Lewis & Clark,Willow Mountain,2192,7190,-111.84,46.8947,-111.84,46.8947,4,3,01/10/2010,31/12/2099,2,25/05/2014,AE7AQ
W7M/CL-107,USA - Montana,MT - Lewis & Clark,7180,2188,7180,-112.2761,47.0292,-112.2761,47.0292,4,3,01/10/2010,31/12/2099,0,,
W7M/CL-108,USA - Montana,MT - Lewis & Clark,Table Mountain,2183,7163,-112.4503,47.2505,-112.4503,47.2505,4,3,01/10/2010,31/12/2099,1,11/06/2022,AE7AP
W7M/CL-109,USA - Montana,MT - Lewis & Clark,7156,2181,7156,-112.8372,47.4014,-112.8372,47.4014,4,3,01/10/2010,31/12/2099,0,,
W7M/CL-110,USA - Montana,MT - Lewis & Clark,7145,2178,7145,-112.7262,47.3944,-112.7262,47.3944,4,3,01/10/2010,31/12/2099,1,12/06/2021,AE7AP
W7M/CL-111,USA - Montana,MT - Lewis & Clark,7143,2177,7143,-112.7021,47.1593,-112.7021,47.1593,4,3,01/10/2010,31/12/2099,2,29/06/2019,AE7AQ
W7M/CL-112,USA - Montana,MT - Lewis & Clark,Crater Mountain,2173,7128,-112.5061,46.9241,-112.5061,46.9241,4,3,01/10/2010,31/12/2099,5,01/11/2024,AI7BM
W7M/CL-113,USA - Montana,MT - Lewis & Clark,7125,2172,7125,-112.4628,47.0901,-112.4628,47.0901,4,3,01/10/2010,31/12/2099,0,,
W7M/CL-114,USA - Montana,MT - Lewis & Clark,Hedges Mountain,2171,7124,-111.6478,46.7349,-111.6478,46.7349,4,3,01/10/2010,31/12/2099,3,03/12/2023,KH7AL
W7M/CL-115,USA - Montana,MT - Lewis & Clark,7123,2171,7123,-112.9229,47.239,-112.9229,47.239,4,3,01/10/2010,31/12/2099,0,,
W7M/CL-116,USA - Montana,MT - Lewis & Clark,7108,2167,7108,-112.7673,47.561,-112.7673,47.561,4,3,01/10/2010,31/12/2099,0,,
W7M/CL-117,USA - Montana,MT - Lewis & Clark,7103,2165,7103,-112.8957,47.5549,-112.8957,47.5549,4,3,01/10/2010,31/12/2099,0,,
W7M/CL-118,USA - Montana,MT - Lewis & Clark,7090,2161,7090,-112.3943,46.9638,-112.3943,46.9638,4,3,01/10/2010,31/12/2099,4,14/12/2025,KH7AL
W7M/CL-119,USA - Montana,MT - Lewis & Clark,7090,2161,7090,-112.4507,46.9515,-112.4507,46.9515,4,3,01/10/2010,31/12/2099,1,18/07/2020,AE7AP
W7M/CL-120,USA - Montana,MT - Lewis & Clark,7068,2154,7068,-111.6412,46.7955,-111.6412,46.7955,4,3,01/10/2010,31/12/2099,1,29/03/2015,AE7AP
W7M/CL-122,USA - Montana,MT - Lewis & Clark,Mitchell Mountain,2143,7031,-112.2413,46.9427,-112.2413,46.9427,4,3,01/10/2010,31/12/2099,0,,
W7M/CL-123,USA - Montana,MT - Lewis & Clark,7018,2139,7018,-111.5893,46.8087,-111.5893,46.8087,4,3,01/10/2010,31/12/2099,1,29/10/2024,KH7AL
W7M/CL-125,USA - Montana,MT - Lewis & Clark,6968,2124,6968,-112.9076,47.6028,-112.9076,47.6028,4,3,01/10/2010,31/12/2099,0,,
W7M/CL-126,USA - Montana,MT - Lewis & Clark,Ursus Hill,2123,6965,-113.0226,47.368,-113.0226,47.368,4,3,01/10/2010,31/12/2099,0,,
W7M/CL-127,USA - Montana,MT - Lewis & Clark,Roundtop Mountain,2122,6962,-112.3691,46.7207,-112.3691,46.7207,4,3,01/10/2010,31/12/2099,4,04/11/2024,AE7AP
W7M/CL-128,USA - Montana,MT - Lewis & Clark,Sentinel Mountain,2116,6941,-113.0526,47.3849,-113.0526,47.3849,4,3,01/10/2010,31/12/2099,0,,
W7M/CL-129,USA - Montana,MT - Lewis & Clark,Concord Mountain,2113,6933,-113.0065,47.2914,-113.0065,47.2914,4,3,01/10/2010,31/12/2099,1,01/07/2020,AE7AP
W7M/CL-130,USA - Montana,MT - Lewis & Clark,6921,2110,6921,-112.6454,47.3714,-112.6454,47.3714,4,3,01/10/2010,31/12/2099,0,,
W7M/CL-131,USA - Montana,MT - Lewis & Clark,Rogers Mountain,2110,6921,-112.1981,47.0038,-112.1981,47.0038,4,3,01/10/2010,31/12/2099,0,,
W7M/CL-132,USA - Montana,MT - Lewis & Clark,6887,2099,6887,-111.7065,46.7692,-111.7065,46.7692,4,3,01/10/2010,31/12/2099,3,01/01/2024,KH7AL
W7M/CL-133,USA - Montana,MT - Lewis & Clark,Falls Creek Ridge,2099,6886,-112.4145,47.1962,-112.4145,47.1962,4,3,01/10/2010,31/12/2099,0,,
W7M/CL-134,USA - Montana,MT - Lewis & Clark,6846,2087,6846,-112.7448,47.527,-112.7448,47.527,4,3,01/10/2010,31/12/2099,0,,
W7M/CL-135,USA - Montana,MT - Lewis & Clark,6824,2080,6824,-112.6006,47.3671,-112.6006,47.3671,4,3,01/10/2010,31/12/2099,0,,
W7M/CL-136,USA - Montana,MT - Lewis & Clark,6821,2079,6821,-111.8314,46.8824,-111.8314,46.8824,4,3,01/10/2010,31/12/2099,2,24/05/2014,AE7AP
W7M/CL-137,USA - Montana,MT - Lewis & Clark,Haystack Butte,2078,6817,-112.5497,47.3986,-112.5497,47.3986,4,3,01/10/2010,31/12/2099,0,,
W7M/CL-138,USA - Montana,MT - Lewis & Clark,Beartooth Mountain,2070,6792,-111.9874,46.8994,-111.9874,46.8994,4,3,01/10/2010,31/12/2099,1,31/07/2016,AE7AP
W7M/CL-139,USA - Montana,MT - Lewis & Clark,Lone Mountain,2064,6773,-112.6084,47.1136,-112.6084,47.1136,4,3,01/10/2010,31/12/2099,1,27/05/2018,AE7AP
W7M/CL-140,USA - Montana,MT - Lewis & Clark,6771,2064,6771,-112.0656,46.9186,-112.0656,46.9186,4,3,01/10/2010,31/12/2099,2,01/08/2016,AE7AP
W7M/CL-141,USA - Montana,MT - Lewis & Clark,6766,2062,6766,-112.7227,47.5775,-112.7227,47.5775,4,3,01/10/2010,31/12/2099,0,,
W7M/CL-142,USA - Montana,MT - Lewis & Clark,Cap Mountain,2060,6760,-111.8617,46.858,-111.8617,46.858,4,3,01/10/2010,31/12/2099,3,24/12/2023,KH7AL
W7M/CL-143,USA - Montana,MT - Lewis & Clark,6742,2055,6742,-112.7185,47.3771,-112.7185,47.3771,4,3,01/10/2010,31/12/2099,1,04/06/2022,AE7AP
W7M/CL-144,USA - Montana,MT - Lewis & Clark,Sheep Mountain,2054,6740,-112.5173,47.328,-112.5173,47.328,4,3,01/10/2010,31/12/2099,0,,
W7M/CL-145,USA - Montana,MT - Lewis & Clark,6730,2051,6730,-112.5495,46.8953,-112.5495,46.8953,4,3,01/10/2010,31/12/2099,1,06/06/2020,AE7AP
W7M/CL-146,USA - Montana,MT - Lewis & Clark,6685,2038,6685,-112.4177,46.8895,-112.4177,46.8895,4,3,01/10/2010,31/12/2099,2,08/01/2023,KH7AL
W7M/CL-147,USA - Montana,MT - Lewis & Clark,6660,2030,6660,-112.4472,46.9108,-112.4472,46.9108,4,3,01/10/2010,31/12/2099,2,12/02/2023,KH7AL
W7M/CL-148,USA - Montana,MT - Lewis & Clark,6630,2021,6630,-112.6142,46.9019,-112.6142,46.9019,4,3,01/10/2010,31/12/2099,0,,
